id	Class	agey	hispn	white	black	asian	male	educ	trump	incomec	veg_diet	income	ecocatas	humabuse	ecocrisis	nep	famsec	honpar	selfdisc	trad	equal	socjust	peace	halt	resperth	protenv	unnat	balt	excit	curious	varied	open	infl	author	wealth	self	andig	pcruel	comp	animal	biovote	bioprice	biodon	biowts	climvote	climprice	climdon	climwts	anwbvote	anwbprice	anwbdon	anwbwts	SciThinking	BT.fam	sci_rel_-1	sci_rel_2	sci_rel_3	sci_rel_4	sci_rel_5	science	religiosity	politics	edu_cat	age_cat	edu_cat_STEM	race_cat	farm_c	farm_now	farm	ag_famil
397	c	64	0	1	0	0	0	2	1	12.5	1	1	1	2	3	2	4	5	4	4.333333492	4	4	4	4	3	3	4	3.333333254	3	3	3	3	4	3	2	3	4	5	4	4.333333492	3	2	1	2	2	1	1	1.333333373	3	4	1	2.666666746	1	2.2	4	4	5	2	3	4.5	2	5.333333333	1	3	1	1	1	1	1	3
398	e	39	0	1	0	0	1	2	1	12.5	1	1	5	4	1	3.333333254	4	4	4	4	4	4	4	4	5	5	5	5	4	5	5	4.666666508	4	5	5	4.666666508	5	5	4	4.666666508	5	5	4	4.666666508	4	4	5	4.333333492	5	5	4	4.666666508	0.5	5	4	4	5	5	5	4.5	4.666666667	3.333333333	1	1	1	1	1	1	1	4
399	d	59	0	1	0	0	1	4	0	37.5	1	2	4	4	2	3.333333254	5	5	3	4.333333492	4	4	5	4.333333492	3	3	2	2.666666746	3	3	4	3.333333254	4	3	3	3.333333254	3	3	3	3	3	4	4	3.666666746	4	4	4	4	4	2	2	2.666666746	0	2.8	4	2	2	4	4	2	4.333333333	4	3	3	3	1	0	0	0	1
400	e	84	0	1	0	0	0	5	0	60.25	1	3	4	4	2	3.333333254	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4.333333492	5	5	4	4.666666508	4	4	5	4.333333492	5	5	5	5	5	5	5	5	0.5	2	3	4	4	4	4	4	3.666666667	3	2	4	2	1	0	0	0	0
401	c	49	0	1	0	0	0	5	0	37.5	1	2	5	5	5	5	5	5	4	4.666666508	5	3	5	4.333333492	3	4	2	3	3	2	2	2.333333254	2	1	3	2	3	3	2	2.666666746	4	1	3	2.666666746	5	2	3	3.333333254	4	2	3	3	0.25	1.2	2	1	1	4	4	1	4.333333333	2.490861619	2	2	2	1	0	0	0	0
402	a	53	0	0	1	0	1	5	0	12.5	1	1	4	5	5	4.666666508	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	4.333333492	5	5	5	5	3	3	4	3.333333254	3	3	4	3.333333254	3	3	4	3.333333254	0.5	1	3	3	5	3	3	4	3	2.666666667	2	3	2	3	0	0	0	0
403	b	80	0	1	0	0	0	2	0	12.5	1	1	5	5	5	5	4	4	5	4.333333492	5	5	5	5	5	5	5	5	3	4	2	3	4	4	1	3	5	5	4	4.666666508	3	3	3	3	5	4	4	4.333333492	5	4	4	4.333333492	0.75	3	4	4	5	2	3	4.5	3	1.666666667	1	4	1	1	1	1	1	1
404	d	82	0	1	0	0	1	6	1	37.5	1	2	2	2	3	2.333333254	4	4	4	4	3	4	4	3.666666746	4	4	2	3.333333254	3	3	3	3	3	3	3	3	4	4	3	3.666666746	3	3	2	2.666666746	3	3	2	2.666666746	2	3	2	2.333333254	0.25	2.2	3	1	1	3	4	1	3.666666667	4.666666667	3	4	3	1	0	0	0	0
405	a	37	0	1	1	0	0	5	0	37.5	1	2	3	5	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4.666666508	5	5	2	4	5	5	5	5	1	5	5	3.666666746	1	3	2	2	1	5	5	3.666666746	0.75	3.4	5	3	5	1	2	4	1.666666667	3.157528285	2	1	2	3	0	0	0	2
406	e	34	0	1	0	0	1	6	1	125	1	5	5	5	2	4	4	5	5	4.666666508	5	5	4	4.666666508	5	5	5	5	4	4	4	4	5	4	5	4.666666508	5	4	4	4.333333492	5	4	5	4.666666508	5	5	5	5	4	5	5	4.666666508	0.5	5	5	5	4	5	5	4.5	4.666666667	2	3	1	3	1	1	1	1	4
407	c	70	0	1	0	0	0	5	0	37.5	1	2	5	4	5	4.666666508	5	5	5	5	5	5	5	5	4	5	3	4	1	3	4	2.666666746	3	1	2	2	5	5	3	4.333333492	4	3	3	3.333333254	5	5	4	4.666666508	5	3	3	3.666666746	0.75	2.6	4	1	2	3	3	1.5	3.333333333	1.333333333	2	3	2	1	0	0	0	1
408	d	34	1	0	0	0	0	4	0	37.5	2	2	3	4	2	3	5	4	4	4.333333492	5	4	5	4.666666508	4	4	5	4.333333492	4	3	4	3.666666746	5	5	5	5	3	3	4	3.333333254	4	3	3	3.333333254	5	4	3	4	4	2	2	2.666666746	0.25	3.8	4	3	3	3	4	3	4	3	3	1	3	2	0	1	1	3
409	d	27	0	0	1	0	0	2	0	37.5	1	2	3	3	3	3	5	5	5	5	5	5	5	5	5	4	4	4.333333492	5	4	5	4.666666508	4	4	3	3.666666746	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	0.5	2.8	3	5	3	3	3	4	3	1.333333333	1	1	1	3	0	0	0	0
410	e	34	0	1	0	0	1	6	1	125	1	5	5	5	1	3.666666746	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0.5	5	5	5	5	5	5	5	5	5.333333333	3	1	4	1	0	0	0	4
411	e	47	1	1	0	0	0	2	0	37.5	1	2	5	5	1	3.666666746	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0.75	5	5	3	1	3	3	2	3	1.666666667	1	2	1	2	1	0	1	4
412	d	48	0	1	0	0	0	5	0	60.25	1	3	2	2	3	2.333333254	4	4	4	4	3	2	4	3	5	4	4	4.333333492	3	4	4	3.666666746	3	4	5	4	4	4	4	4	3	2	4	3	2	2	3	2.333333254	3	3	2	2.666666746	0.75	3.8	4	3	3	4	4	3	3.333333333	3	2	2	2	1	1	1	1	2
413	d	57	0	1	0	0	0	6	1	60.25	1	3	1	2	1	1.333333373	5	3	4	4	3	1	3	2.333333254	2	2	1	1.666666627	4	4	4	4	4	3	3	3.333333254	2	2	5	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	2	1	2.333333333	4.666666667	3	3	3	1	0	0	0	2
414	b	37	0	1	0	0	0	5	1	87.5	1	4	3	4	4	3.666666746	5	5	5	5	5	5	5	5	5	5	5	5	5	3	5	4.333333492	5	5	2	4	5	5	5	5	3	3	4	3.333333254	3	3	4	3.333333254	4	4	4	4	0.25	1.6	3	5	5	2	2	5	2	4	2	1	2	1	1	1	1	2
415	d	59	0	1	0	0	0	6	1	37.5	1	2	1	1	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0.75	5	5	1	5	5	5	3	5	4.333333333	3	3	4	1	0	0	0	4
416	d	70	0	1	0	0	0	2	1	37.5	1	2	4	5	4	4.333333492	5	5	5	5	5	5	5	5	5	5	4	4.666666508	4	5	5	4.666666508	3	3	3	3	5	5	4	4.666666508	4	3	3	3.333333254	4	3	3	3.333333254	4	3	3	3.333333254	0.25	1.8	4	5	5	3	1	5	2.333333333	4.666666667	1	3	1	1	1	0	1	0
417	e	30	1	1	0	0	0	4	1	37.5	2	2	5	5	2	4	5	5	5	5	4	4	5	4.333333492	5	4	4	4.333333492	4	4	5	4.333333492	4	4	5	4.333333492	5	5	4	4.666666508	5	4	4	4.333333492	4	5	5	4.666666508	5	4	5	4.666666508	0.5	5	4	4	5	4	5	4.5	4.666666667	3	3	1	3	2	0	0	0	4
418	d	52	1	0	0	0	0	2	0	12.5	1	1	3	4	4	3.666666746	4	4	4	4	3	2	3	2.666666746	4	3	3	3.333333254	3	2	4	3	4	2	3	3	3	4	3	3.333333254	4	4	4	4	4	4	4	4	4	4	4	4	0.5	2	3	4	4	2	3	4	2.666666667	4.490861619	1	2	1	5	0	0	0	1
419	e	67	0	0	0	0	1	6	0	37.5	1	2	3	4	4	3.666666746	5	4	4	4.333333492	4	4	5	4.333333492	4	4	4	4	4	4	4	4	3	2	1	2	4	5	4	4.333333492	4	3	4	3.666666746	4	3	4	3.666666746	4	3	4	3.666666746	1	2.4	3	1	2	2	3	1.5	3	2.824194952	3	3	3	0	0	0	0	1
420	e	20	1	0	0	0	0	5	0	60.25	1	3	5	5	5	5	4	5	5	4.666666508	5	3	5	4.333333492	5	5	4	4.666666508	5	5	4	4.666666508	4	4	3	3.666666746	5	5	5	5	4	4	4	4	5	5	5	5	5	4	4	4.333333492	0.5	4	4	1	1	3	5	1	3.666666667	3.157528285	2	1	2	2	1	0	1	1
421	b	40	0	0	0	0	0	5	0	37.5	1	2	4	4	4	4	5	5	3	4.333333492	5	4	4	4.333333492	4	3	3	3.333333254	4	2	3	3	3	4	3	3.333333254	4	3	2	3	3	3	4	3.333333254	5	2	2	3	4	2	2	2.666666746	0.25	1.2	4	1	2	2	2	1.5	2.666666667	2	2	1	2	0	0	0	0	2
422	b	31	1	0	0	0	0	5	0	37.5	1	2	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	4.666666508	5	5	4	4.666666508	5	3	4	4	4	5	5	4.666666508	5	4	4	4.333333492	5	5	5	5	4	4	4	4	0.5	3.2	4	4	4	4	4	4	4	3.157528285	2	1	2	2	0	0	0	3
423	b	25	0	1	0	0	0	6	1	37.5	1	2	4	5	4	4.333333492	5	5	4	4.666666508	1	1	5	2.333333254	3	3	3	3	5	5	3	4.333333492	4	2	4	3.333333254	3	2	2	2.333333254	2	1	1	1.333333373	4	1	1	2	3	1	1	1.666666627	0.75	2.2	4	2	4	1	4	3	3	3	3	1	3	1	0	0	0	2
424	c	65	0	1	1	0	0	4	0	60.25	1	3	4	4	5	4.333333492	5	5	5	5	5	5	5	5	5	5	5	5	4	4	5	4.333333492	3	3	3	3	4	5	3	4	3	4	3	3.333333254	5	4	3	4	3	4	3	3.333333254	1	2	4	2	4	5	5	3	5	1	3	3	3	3	0	0	0	2
425	e	66	0	1	0	0	1	6	0	60.25	1	3	4	4	4	4	5	5	5	5	5	5	5	5	5	5	2	4	1	4	4	3	4	5	2	3.666666746	4	5	4	4.333333492	4	4	4	4	5	4	4	4.333333492	4	4	4	4	1	4	4	1	1	1	2	1	1.666666667	3.157528285	3	3	3	1	0	0	0	1
426	d	67	1	1	0	0	0	5	0	60.25	1	3	4	4	4	4	4	5	5	4.666666508	5	3	3	3.666666746	3	3	3	3	3	3	3	3	3	4	2	3	4	5	3	4	3	4	4	3.666666746	4	3	4	3.666666746	4	4	4	4	1	3.2	3	2	4	3	3	3	3	2.333333333	2	3	2	2	0	0	0	1
427	c	60	0	1	0	0	0	3	1	60.25	1	3	5	4	5	4.666666508	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4.333333492	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0.5	2.2	5	5	5	3	4	5	3.666666667	3.333333333	2	3	2	1	0	0	0	1
428	d	54	0	0	1	0	0	5	0	37.5	1	2	3	4	4	3.666666746	5	5	5	5	5	5	5	5	4	4	5	4.333333492	5	5	5	5	3	4	2	3	5	5	5	5	4	2	4	3.333333254	4	2	4	3.333333254	4	3	3	3.333333254	0.75	1	5	4	4	1	2	4	1.666666667	1.333333333	2	3	2	3	0	0	0	1
429	b	24	0	1	0	0	0	2	0	37.5	1	2	4	5	4	4.333333492	4	4	3	3.666666746	4	5	4	4.333333492	4	5	3	4	3	3	4	3.333333254	4	2	3	3	4	5	4	4.333333492	3	3	3	3	5	4	4	4.333333492	5	4	4	4.333333492	0.5	2.4	5	2	4	3	3	3	3	3.157528285	1	1	1	1	0	0	0	0
430	c	80	0	1	0	0	0	5	0	37.5	1	2	3	4	4	3.666666746	5	5	4	4.666666508	5	4	5	4.666666508	4	5	4	4.333333492	4	4	4	4	3	4	2	3	5	5	4	4.666666508	4	4	5	4.333333492	4	5	4	4.333333492	4	5	5	4.666666508	0.75	1	3	4	5	4	4	4.5	4	1.666666667	2	4	2	1	0	1	1	0
431	c	48	0	1	0	0	0	2	0	125	1	5	4	4	4	4	5	5	3	4.333333492	5	4	5	4.666666508	4	5	4	4.333333492	3	3	4	3.333333254	3	3	3	3	4	5	5	4.666666508	3	4	4	3.666666746	5	5	5	5	5	5	5	5	0.25	2	4	1	1	1	3	1	3	2.666666667	1	2	1	1	0	0	0	2
432	e	59	0	1	0	0	1	3	1	87.5	1	4	4	4	2	3.333333254	4	5	4	4.333333492	3	3	5	3.666666746	4	4	4	4	2	4	3	3	3	3	3	3	3	4	3	3.333333254	4	4	4	4	4	4	4	4	4	4	4	4	0.5	4	4	4	4	4	4	4	4	4.666666667	2	3	2	1	0	0	0	1
433	d	62	0	1	0	0	0	6	0	87.5	1	4	4	4	3	3.666666746	5	4	4	4.333333492	5	3	5	4.333333492	5	5	4	4.666666508	5	4	5	4.666666508	4	4	4	4	5	5	5	5	3	5	4	4	3	5	4	4	4	5	4	4.333333492	0.25	2.8	4	3	4	3	4	3.5	3.666666667	4.490861619	3	3	3	1	1	0	1	2
434	b	75	0	1	0	0	0	5	1	37.5	1	2	4	4	2	3.333333254	5	5	4	4.666666508	5	5	5	5	5	5	4	4.666666508	3	5	5	4.333333492	4	5	3	4	4	5	4	4.333333492	3	3	4	3.333333254	3	4	4	3.666666746	3	4	3	3.333333254	0.5	3	4	3	3	2	2	3	2.333333333	3.333333333	2	4	2	1	0	0	0	1
435	e	58	0	1	0	0	1	6	1	60.25	1	3	2	2	2	2	4	5	4	4.333333492	3	3	4	3.333333254	3	3	3	3	4	5	4	4.333333492	3	2	4	3	5	5	5	5	1	2	1	1.333333373	1	4	1	2	2	4	4	3.333333254	1	3.6	4	3	4	4	1	3.5	2.333333333	4.666666667	3	3	3	1	0	0	0	1
436	c	56	0	0	0	0	1	4	0	12.5	1	1	4	4	4	4	4	4	4	4	5	4	4	4.333333492	5	4	4	4.333333492	4	4	4	4	3	3	4	3.333333254	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	3.666666746	0.5	3.2	4	3	4	3	4	3.5	3.333333333	1.666666667	3	3	4	0	0	0	0	1
437	c	43	0	0	0	1	0	4	0	87.5	1	4	4	3	3	3.333333254	5	5	5	5	5	4	5	4.666666508	5	5	5	5	5	4	5	4.666666508	5	4	4	4.333333492	5	5	3	4.333333492	3	3	4	3.333333254	4	3	4	3.666666746	4	3	4	3.666666746	0.75	1	3	3	4	3	3	3.5	3	2.490861619	3	2	3	4	0	0	0	0
438	c	55	0	1	0	0	1	2	1	37.5	1	2	1	4	4	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	2	3.333333254	5	5	5	5	4	5	5	4.666666508	5	5	5	5	5	5	5	5	0.75	3.6	4	5	4	2	4	4.5	3.333333333	4	1	3	1	1	1	0	1	4
439	d	40	0	1	0	0	0	6	0	125	3	5	4	4	3	3.666666746	3	2	4	3	2	4	3	3	4	3	3	3.333333254	3	5	5	4.333333492	4	3	4	3.666666746	3	4	3	3.333333254	4	2	3	3	2	5	4	3.666666746	3	5	4	4	0.25	3.6	3	4	3	4	4	3.5	4	2.333333333	3	1	3	1	0	0	0	1
440	c	56	0	1	0	0	0	2	1	37.5	1	2	3	4	3	3.333333254	5	5	4	4.666666508	5	3	3	3.666666746	4	4	5	4.333333492	3	4	5	4	3	3	2	2.666666746	4	5	5	4.666666508	3	3	3	3	3	3	3	3	3	3	3	3	0.5	2.2	3	2	2	2	2	2	2.333333333	3.333333333	1	3	1	1	0	0	0	1
441	c	30	0	1	0	0	0	2	1	37.5	1	2	3	4	2	3	4	5	5	4.666666508	3	4	4	3.666666746	4	3	3	3.333333254	5	5	4	4.666666508	5	3	2	3.333333254	4	3	3	3.333333254	2	3	2	2.333333254	2	1	2	1.666666627	3	3	2	2.666666746	0.5	1	4	5	5	3	2	5	3	5	1	1	1	1	0	0	0	1
442	c	35	0	1	0	0	0	5	0	60.25	1	3	5	4	5	4.666666508	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	4.666666508	5	5	3	4.333333492	5	5	4	4.666666508	3	3	3	3	3	3	3	3	3	3	4	3.333333254	0.5	4	3	2	2	3	3	2	3	3.157528285	2	1	2	1	0	0	0	2
443	a	63	0	1	0	0	0	5	0	12.5	1	1	3	4	5	4	4	4	1	3	4	4	4	4	3	3	2	2.666666746	5	2	4	3.666666746	3	1	1	1.666666627	3	4	1	2.666666746	3	1	1	1.666666627	4	1	1	2	3	1	1	1.666666627	0.75	2.6	4	1	1	2	1	1	2	1.666666667	2	3	2	1	0	0	0	0
444	c	56	0	0	1	0	0	3	0	37.5	1	2	3	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	1	3	2.333333254	3	1	3	2.333333254	3	1	2	2	0.25	1.6	4	3	5	5	3	4	4.333333333	2	2	3	2	3	0	0	0	0
445	e	31	1	1	0	0	1	5	1	87.5	2	4	5	4	2	3.666666746	3	4	5	4	4	5	4	4.333333492	5	5	4	4.666666508	4	3	4	3.666666746	4	5	3	4	5	4	5	4.666666508	5	4	4	4.333333492	4	5	5	4.666666508	3	4	4	3.666666746	0.5	4.6	5	3	4	5	4	3.5	4.333333333	1.333333333	2	1	2	2	1	1	1	4
446	d	81	0	1	0	0	1	4	0	37.5	1	2	4	4	4	4	5	5	3	4.333333492	5	4	5	4.666666508	4	4	3	3.666666746	5	5	5	5	3	3	3	3	5	5	3	4.333333492	5	4	4	4.333333492	5	5	4	4.666666508	4	3	3	3.333333254	0.75	2.4	3	4	4	3	4	4	3.666666667	1.666666667	3	4	4	1	0	0	0	1
447	e	46	0	0	1	0	1	4	0	87.5	1	4	4	3	2	3	4	5	5	4.666666508	5	4	4	4.333333492	4	4	4	4	4	4	4	4	4	5	5	4.666666508	4	4	4	4	4	4	3	3.666666746	5	3	4	4	4	4	4	4	0.5	4	4	4	5	4	5	4.5	4.333333333	3.157528285	3	2	4	3	0	0	0	3
448	d	61	0	1	0	0	0	2	0	12.5	1	1	3	3	3	3	5	3	3	3.666666746	3	3	3	3	3	3	3	3	1	3	1	1.666666627	1	3	1	1.666666627	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1.8	3	1	1	1	1	1	1	2	1	3	1	1	0	0	0	0
449	c	50	0	1	0	0	0	5	0	12.5	1	1	4	4	4	4	4	4	4	4	5	4	3	4	5	4	4	4.333333492	3	3	3	3	2	3	2	2.333333254	5	5	5	5	5	4	3	4	5	4	3	4	5	4	3	4	0.5	2.4	3	2	3	2	2	2.5	2	3.157528285	2	2	2	1	0	0	0	0
450	e	57	0	1	0	0	1	6	1	125	1	5	1	1	1	1	5	5	5	5	3	4	5	4	4	4	4	4	5	5	5	5	5	5	4	4.666666508	4	3	4	3.666666746	2	1	1	1.333333373	1	1	1	1	3	1	2	2	0.25	3.6	1	2	4	2	1	3	1.333333333	3.666666667	3	3	3	1	0	0	0	0
451	e	67	1	0	0	0	0	5	0	12.5	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	4.333333492	4	4	3	3.666666746	5	5	4	4.666666508	4	3	4	3.666666746	5	3	5	4.333333492	5	3	4	4	0.75	5	3	1	5	4	2	3	3.333333333	3	2	3	2	2	0	0	0	4
452	d	28	0	1	0	0	0	2	0	12.5	1	1	3	4	3	3.333333254	5	5	3	4.333333492	5	4	5	4.666666508	5	3	5	4.333333492	3	5	5	4.333333492	3	3	2	2.666666746	5	3	4	4	3	3	3	3	3	4	4	3.666666746	3	3	4	3.333333254	0.75	3.2	5	3	3	3	3	3	3	3.490861619	1	1	1	1	0	0	0	2
453	d	23	0	0	0	1	0	4	0	37.5	1	2	4	4	3	3.666666746	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0.5	3	3	3	3	3	3	3	3	2.333333333	3	1	4	4	0	0	0	2
454	d	35	0	1	0	0	1	6	0	87.5	2	4	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4.666666508	4	5	5	4.666666508	5	5	4	4.666666508	5	5	4	4.666666508	5	5	5	5	5	4	5	4.666666508	5	5	5	5	0.25	4.2	5	3	5	3	5	4	4.333333333	1.333333333	3	1	3	1	1	0	1	4
455	d	35	0	0	1	0	1	2	0	12.5	1	1	4	5	3	4	4	5	5	4.666666508	5	5	2	4	2	4	5	3.666666746	3	5	2	3.333333254	4	4	4	4	5	5	5	5	4	4	4	4	3	3	4	3.333333254	3	4	3	3.333333254	0.5	4	4	5	2	3	4	3.5	4	2.333333333	1	1	1	3	0	0	0	0
456	b	35	0	0	0	1	1	4	0	87.5	2	4	5	5	4	4.666666508	5	5	4	4.666666508	4	5	5	4.666666508	5	5	5	5	4	5	1	3.333333254	4	4	5	4.333333492	5	5	2	4	5	5	3	4.333333492	5	5	3	4.333333492	5	5	3	4.333333492	0.5	4.2	1	3	3	3	3	3	3	3.157528285	3	1	4	4	0	0	0	4
457	d	44	1	1	0	0	1	2	0	60.25	1	3	5	5	4	4.666666508	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	3	4	5	4	3	4	5	5	3	4.333333492	0.25	3.2	4	3	1	2	3	2	3.333333333	2	1	2	1	2	0	0	0	2
458	e	36	0	1	0	0	1	6	1	125	2	5	5	5	1	3.666666746	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0.5	5	5	5	5	5	5	5	5	3.333333333	3	1	4	1	0	0	0	4
459	a	47	1	1	0	0	0	5	0	12.5	1	1	4	5	3	4	5	5	5	5	4	5	5	4.666666508	5	3	3	3.666666746	3	2	3	2.666666746	3	4	5	4	2	2	1	1.666666627	3	2	1	2	4	2	1	2.333333254	2	1	1	1.333333373	0.5	2	4	5	5	2	1	5	1.666666667	3.157528285	2	2	2	2	0	1	1	0
460	d	30	0	0	0	1	0	4	0	87.5	1	4	3	4	3	3.333333254	5	5	2	4	3	3	5	3.666666746	4	2	3	3	5	5	5	5	5	4	4	4.333333492	3	3	2	2.666666746	3	2	2	2.333333254	3	2	1	2	3	2	2	2.333333254	0.5	2	4	4	4	3	3	4	3	5.157528285	3	1	4	4	0	0	0	0
461	b	58	0	0	1	0	0	5	0	37.5	1	2	4	4	3	3.666666746	5	5	5	5	5	5	5	5	5	5	3	4.333333492	1	1	5	2.333333254	1	3	1	1.666666627	5	5	1	3.666666746	1	1	1	1	1	1	1	1	1	1	1	1	0.25	2.4	5	2	4	3	3	3	3	1.824194952	2	3	2	3	0	0	0	3
462	a	66	0	0	1	0	0	5	0	12.5	1	1	5	5	4	4.666666508	5	5	5	5	5	5	5	5	4	5	4	4.333333492	4	4	4	4	4	3	1	2.666666746	4	5	3	4	3	2	4	3	5	4	5	4.666666508	4	3	4	3.666666746	0.75	2	5	5	5	3	4	5	3.333333333	2.666666667	2	3	2	3	0	0	0	1
463	a	44	0	1	0	0	0	6	1	60.25	1	3	5	5	1	3.666666746	5	4	4	4.333333492	4	4	5	4.333333492	5	5	5	5	4	3	3	3.333333254	3	3	2	2.666666746	5	5	3	4.333333492	5	4	4	4.333333492	3	2	1	2	5	4	4	4.333333492	0.5	3.8	5	2	4	2	2	3	2	5	3	2	4	1	0	1	1	3
464	c	49	0	1	0	0	1	4	0	60.25	1	3	4	5	5	4.666666508	5	4	3	4	5	5	5	5	5	5	5	5	4	4	4	4	5	3	3	3.666666746	5	4	3	4	5	4	3	4	5	4	3	4	5	4	3	4	0.25	3.4	5	1	1	1	3	1	2.666666667	1.666666667	3	2	3	1	0	0	0	1
465	e	34	0	1	0	0	1	6	1	125	1	5	5	5	1	3.666666746	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0.5	5	5	5	5	5	5	5	5	3	3	1	3	1	0	0	0	4
466	c	34	0	1	0	0	0	6	1	37.5	1	2	3	4	4	3.666666746	5	5	4	4.666666508	4	5	5	4.666666508	4	4	5	4.333333492	3	4	3	3.333333254	4	3	2	3	5	5	5	5	3	3	3	3	3	3	3	3	3	3	3	3	0.5	2	4	2	3	3	3	2.5	3.333333333	4	3	1	3	1	0	0	0	0
467	d	49	0	1	0	0	1	1	1	12.5	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3.666666746	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0.25	2.2	4	2	2	2	2	2	2.666666667	3.333333333	1	2	1	1	0	0	0	2
468	d	35	0	1	0	0	0	5	1	12.5	1	1	3	4	3	3.333333254	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3.4	3	3	2	4	1	2.5	2.333333333	2.666666667	2	1	2	1	0	0	0	4
469	e	23	0	0	1	0	0	5	0	37.5	1	2	5	5	2	4	5	5	4	4.666666508	4	5	1	3.333333254	5	5	5	5	5	5	5	5	5	5	1	3.666666746	4	5	5	4.666666508	5	4	5	4.666666508	4	4	4	4	3	3	5	3.666666746	0.5	5	4	4	4	5	5	4	4.666666667	3.157528285	2	1	2	3	0	0	0	3
470	d	45	0	0	1	0	0	4	0	125	1	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0.5	3	3	3	3	3	3	3	3	2.490861619	3	2	4	3	0	0	0	2
471	e	28	0	1	0	0	0	5	0	125	1	5	5	5	1	3.666666746	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0.5	5	5	5	5	5	5	5	5	1	2	1	2	1	1	1	1	4
472	e	36	1	1	0	0	0	4	0	87.5	3	4	4	4	1	3	4	5	4	4.333333492	4	4	5	4.333333492	4	4	5	4.333333492	5	4	4	4.333333492	5	4	5	4.666666508	4	3	5	4	4	5	5	4.666666508	4	4	4	4	5	4	4	4.333333492	0.5	5	5	5	5	5	4	5	4.333333333	1	3	1	4	2	1	1	1	4
473	d	36	1	0	0	1	1	6	0	125	1	5	4	4	2	3.333333254	4	5	5	4.666666508	5	4	5	4.666666508	5	5	5	5	4	4	4	4	5	5	3	4.333333492	5	5	5	5	3	5	5	4.333333492	5	5	5	5	5	5	5	5	0.25	2	5	4	3	4	3	3.5	3.666666667	1	3	1	3	4	0	0	0	1
474	e	25	0	0	1	0	0	2	0	60.25	1	3	5	5	1	3.666666746	5	4	5	4.666666508	5	4	4	4.333333492	5	4	5	4.666666508	5	4	4	4.333333492	4	3	3	3.333333254	4	4	4	4	4	4	4	4	5	4	4	4.333333492	5	5	5	5	0.5	4.2	5	4	5	5	5	4.5	4.666666667	2.333333333	1	1	1	3	1	1	1	4
475	b	58	0	1	0	0	0	2	1	60.25	1	3	3	3	3	3	5	5	4	4.666666508	4	3	5	4	4	4	4	4	3	3	3	3	3	3	4	3.333333254	5	5	4	4.666666508	4	2	2	2.666666746	4	2	2	2.666666746	3	2	2	2.333333254	0.25	2.8	4	4	4	3	3	4	3	5	1	3	1	1	0	1	1	1
